5.117576	-4.882424	3.117576	-2.882424
2.716104	-1.283896	3.716104	-2.283896
4.741074	-3.258926	1.741074	-0.258926
1.602528	-0.397472	4.602528	-3.397472
3.978299	-2.021701	1.978299	-0.021701
4.919103	-3.080897	2.919103	-1.080897
5.652762	-4.347238	4.652762	-3.347238
1.559215	-0.440785	1.559215	-0.440785
2.555799	-1.444201	2.555799	-1.444201
4.437125	-3.562875	1.437125	-0.562875
3.884476	-2.115524	5.884476	-4.115524
4.873526	-3.126474	2.873526	-1.126474
2.420343	-1.579657	4.420343	-3.579657
5.255248	-4.744752	5.255248	-4.744752
2.454640	-1.545360	1.454640	-0.545360
1.812373	-0.187627	5.812373	-4.187627
3.606999	-2.393001	1.606999	-0.393001
1.608141	-0.391859	5.608141	-4.391859
2.859084	-1.140916	2.859084	-1.140916
5.201346	-4.798654	3.201346	-2.798654
3.770064	-2.229936	3.770064	-2.229936
3.291897	-2.708103	3.291897	-2.708103
2.286932	-1.713068	1.286932	-0.713068
3.007487	-2.992513	5.007487	-4.992513
4.725428	-3.274572	2.725428	-1.274572
4.551553	-3.448447	3.551553	-2.448447
3.877053	-2.122947	5.877053	-4.122947
4.658414	-3.341586	2.658414	-1.341586
1.774691	-0.225309	2.774691	-1.225309
4.016280	-3.983720	5.016280	-4.983720
4.093768	-3.906232	2.093768	-1.906232
2.398880	-1.601120	2.398880	-1.601120
3.136307	-2.863693	5.136307	-4.863693
5.243581	-4.756419	4.243581	-3.756419
1.042885	-0.957115	2.042885	-1.957115
1.058166	-0.941834	4.058166	-3.941834
5.036877	-4.963123	3.036877	-2.963123
3.830060	-2.169940	1.830060	-0.169940
5.499965	-4.500035	4.499965	-3.500035
5.091747	-4.908253	3.091747	-2.908253
5.911976	-4.088024	1.911976	-0.088024
3.928454	-2.071546	1.928454	-0.071546
4.682878	-3.317122	1.682878	-0.317122
3.049612	-2.950388	4.049612	-3.950388
5.649843	-4.350157	2.649843	-1.350157
3.608237	-2.391763	4.608237	-3.391763
5.728387	-4.271613	4.728387	-3.271613
4.082330	-3.917670	2.082330	-1.917670
5.861229	-4.138771	3.861229	-2.138771
3.141152	-2.858848	5.141152	-4.858848
3.009705	-2.990295	3.009705	-2.990295
3.338948	-2.661052	1.338948	-0.661052
1.705068	-0.294932	4.705068	-3.294932
5.869807	-4.130193	2.869807	-1.130193
4.489685	-3.510315	3.489685	-2.510315
4.654910	-3.345090	2.654910	-1.345090
4.473258	-3.526742	2.473258	-1.526742
4.031720	-3.968280	5.031720	-4.968280
2.286982	-1.713018	4.286982	-3.713018
2.613797	-1.386203	2.613797	-1.386203
1.116365	-0.883635	2.116365	-1.883635
3.300254	-2.699746	4.300254	-3.699746
1.735814	-0.264186	4.735814	-3.264186
4.875340	-3.124660	3.875340	-2.124660
5.511723	-4.488277	2.511723	-1.488277
2.458797	-1.541203	2.458797	-1.541203
5.306866	-4.693134	4.306866	-3.693134
3.450048	-2.549952	4.450048	-3.549952
2.040749	-1.959251	2.040749	-1.959251
1.589270	-0.410730	4.589270	-3.410730
5.490910	-4.509090	4.490910	-3.509090
3.633219	-2.366781	1.633219	-0.366781
5.489592	-4.510408	4.489592	-3.510408
1.386421	-0.613579	4.386421	-3.613579
3.046642	-2.953358	1.046642	-0.953358
1.122044	-0.877956	4.122044	-3.877956
4.361715	-3.638285	1.361715	-0.638285
3.423532	-2.576468	3.423532	-2.576468
4.519244	-3.480756	1.519244	-0.480756
2.641179	-1.358821	2.641179	-1.358821
3.834630	-2.165370	4.834630	-3.165370
5.458725	-4.541275	1.458725	-0.541275
3.934504	-2.065496	2.934504	-1.065496
1.480706	-0.519294	4.480706	-3.519294
1.500103	-0.499897	4.500103	-3.499897
1.268884	-0.731116	2.268884	-1.731116
5.381748	-4.618252	1.381748	-0.618252
3.578111	-2.421889	5.578111	-4.421889
1.247389	-0.752611	1.247389	-0.752611
2.823183	-1.176817	5.823183	-4.176817
2.240634	-1.759366	1.240634	-0.759366
5.538954	-4.461046	1.538954	-0.461046
1.010625	-0.989375	2.010625	-1.989375
4.864242	-3.135758	2.864242	-1.135758
1.170497	-0.829503	1.170497	-0.829503
3.198476	-2.801524	5.198476	-4.801524
2.509850	-1.490150	2.509850	-1.490150
1.144647	-0.855353	4.144647	-3.855353
1.464518	-0.535482	3.464518	-2.535482
3.317121	-2.682879	1.317121	-0.682879
