0.000000	-0.343035
0.200000	0.469749
0.400000	-0.161506
0.600000	0.060349
0.800000	0.778046
1.000000	0.648053
1.200000	0.503142
1.400000	1.194771
1.600000	1.085034
1.800000	1.101433
2.000000	0.887523
2.200000	0.906422
2.400000	1.542191
2.600000	1.107986
2.800000	0.884708
3.000000	1.845531
3.200000	1.710900
3.400000	1.114717
3.600000	1.353385
3.800000	1.486440
4.000000	1.697419
4.200000	1.228662
4.400000	1.245826
4.600000	1.379662
4.800000	1.406311
5.000000	1.840316
5.200000	1.340807
5.400000	1.522165
5.600000	1.813662
5.800000	1.995197
6.000000	1.821355
6.200000	2.227516
6.400000	1.577168
6.600000	1.939843
6.800000	2.213150
7.000000	2.337549
7.200000	2.595225
7.400000	2.555345
7.600000	1.860871
7.800000	2.083325
8.000000	1.815159
8.200000	1.919477
8.400000	2.680871
8.600000	1.913594
8.800000	2.706174
9.000000	1.926601
9.200000	2.562230
9.400000	2.234045
9.600000	2.550875
9.800000	2.038976
10.000000	2.461214
10.200000	2.614076
10.400000	2.833418
10.600000	2.423597
10.800000	2.372044
11.000000	2.181629
11.200000	2.910261
11.400000	2.546886
11.600000	2.492956
11.800000	2.203392
12.000000	2.996874
12.200000	2.859508
12.400000	2.320531
12.600000	2.931064
12.800000	2.249275
13.000000	2.843857
13.200000	2.937664
13.400000	3.129884
13.600000	3.171145
13.800000	2.221302
14.000000	3.091022
14.200000	2.853167
14.400000	2.681124
14.600000	2.328018
14.800000	2.996033
15.000000	3.109753
15.200000	2.954042
15.400000	2.689330
15.600000	3.124788
15.800000	2.637041
16.000000	2.488830
16.200000	2.984409
16.400000	2.523127
16.600000	3.005826
16.800000	3.284982
17.000000	3.244758
17.200000	2.820222
17.400000	2.617892
17.600000	2.543087
17.800000	2.725039
18.000000	2.623700
18.200000	3.288631
18.400000	2.714525
18.600000	2.607213
18.800000	2.614547
19.000000	2.580684
19.200000	2.936561
19.400000	2.857815
19.600000	2.903991
19.800000	3.530429
